id,first_name,last_name,email,phone,job_title,department_id,is_active,email_verified,created_at,last_login_at
60a4713c-9862-4c54-b843-99e82e3e7bea,Jean,Girard,jean.girard@capgemini.com,+21654288348,HR Business Partner,2,True,True,2024-04-25 22:56:48.609511+00:00,2025-12-30 19:56:57.060214+00:00
85e3ccdc-ad7f-4b05-b057-8593c1f4a450,Molka,Louati,molka.louati@capgemini.com,+21636655303,Responsable ventes,5,True,True,2025-02-06 11:43:44.992878+00:00,2025-08-02 14:13:13.137783+00:00
6487383a-0fb9-4616-a52e-d9a0ba69cc53,Dorrah,Bouzid,dorrah.bouzid@capgemini.com,+21624862562,Responsable financier,3,True,True,2024-12-22 10:51:54.548625+00:00,2025-03-31 15:29:45.934237+00:00
4126b992-e218-4090-8952-12b50eedb60c,Laura,Fournier,laura.fournier@capgemini.com,+21690821858,Contrôleur de gestion,3,True,True,2024-03-17 18:05:51.686762+00:00,2025-06-27 02:32:02.005808+00:00
e8dda1ab-4e22-4b44-b642-16d429b530e6,Amel,Kallel,amel.kallel@capgemini.com,+21698590419,Community manager,4,True,False,2024-07-12 15:27:48.352892+00:00,2024-11-07 22:11:43.240975+00:00
9e67de25-ee28-48ad-b3f0-3836d4278119,Sarra,Lahmar,sarra.lahmar@capgemini.com,+21699087633,DevOps engineer,1,False,False,2025-08-24 02:00:30.708238+00:00,2025-09-04 21:35:53.786926+00:00
53bc19ae-6115-4448-91c2-079f930260b9,Salma,Mansouri,salma.mansouri@capgemini.com,+21650725822,Responsable achats,11,True,True,2025-07-19 17:09:58.551725+00:00,2025-10-28 15:52:53.531899+00:00
67b9e613-4792-4b7e-88f0-54df3f761ed0,Carlos,Schneider,carlos.schneider@capgemini.com,+21652745557,Event coordinator,12,True,True,2026-03-16 10:01:31.605825+00:00,2026-03-31 11:13:08.466244+00:00
f3525842-5ccf-4d32-b3c0-eb58cb4ae783,Aymen,Messaoudi,aymen.messaoudi@capgemini.com,+21627155093,Technicien électronique,7,True,True,2025-02-13 19:37:45.008680+00:00,2025-05-21 09:18:10.088416+00:00
7d2c6a5c-bbcc-46be-8ba4-b7518ab7a644,Mohamed,Gharbi,mohamed.gharbi@capgemini.com,+21658990992,Ingénieur capteurs,7,True,True,2023-04-06 13:31:38.968505+00:00,2025-09-22 07:08:28.694945+00:00
8062edae-a09d-450b-b9e9-61d162542cc6,Dorrah,Baccouche,dorrah.baccouche@capgemini.com,+21690486340,Juriste d’entreprise,10,True,True,2023-07-12 00:16:17.509046+00:00,2025-12-08 11:07:52.477022+00:00
7dddaa8e-deb1-42ed-88bb-dc5a16514cdc,Sabrine,Hamdi,sabrine.hamdi@capgemini.com,+21652165991,Responsable communication marketing,4,True,True,2025-06-15 08:42:48.923586+00:00,2025-11-10 11:41:45.260388+00:00
a06df71a-41d5-45c9-ba0e-d7de01b095a9,Aicha,Karray,aicha.karray@capgemini.com,+21620847120,Coordinateur amélioration continue,8,False,False,2023-06-12 17:08:45.189626+00:00,2023-06-30 01:38:56.633198+00:00
241a414d-fb4b-4547-8d2a-86a522a57210,Mariem,Cherif,mariem.cherif@capgemini.com,+21690332529,QA engineer,1,True,True,2026-01-02 20:56:38.497918+00:00,2026-01-10 21:32:07.635571+00:00
5fe4475c-7b8d-4cab-b303-1f34d174a1a2,Miguel,Roux,miguel.roux@capgemini.com,+21698813253,Sales development representative,5,True,True,2024-03-03 06:17:06.231484+00:00,2025-09-17 07:49:06.592029+00:00
5c093bcb-a8f8-495e-9e59-fe544f16ea0b,Ethan,Dubois,ethan.dubois@capgemini.com,+21694391591,Développeur full-stack,1,True,True,2025-01-28 05:22:42.611110+00:00,2025-01-29 08:22:46.908810+00:00
e8a80a6e-ee71-4373-8db9-cb211b8b0d92,Asma,Kouki,asma.kouki@capgemini.com,+21623909817,Responsable développement,6,True,True,2025-07-05 03:43:33.827483+00:00,2026-03-23 10:36:29.200353+00:00
84e69d57-36b1-481d-a823-b2bb1e0eff7b,Youssef,Ben Amor,youssef.ben.amor@capgemini.com,+21620511533,Customer success manager,9,True,True,2026-03-14 07:40:19.830871+00:00,2026-03-25 12:50:42.336958+00:00
553f633d-4e8b-4e4b-a5c1-02de094d0933,Ines,Frikha,ines.frikha@capgemini.com,+21624968652,Gestionnaire paie,2,True,True,2025-04-17 16:28:26.763378+00:00,2025-05-24 17:38:19.999262+00:00
24142aac-d1c8-42ac-a86d-f1049fd901a2,Siwar,Bagga,siwar.bagga@capgemini.com,+21653445008,Ingénieur IoT,7,True,True,2025-02-21 04:17:46.794052+00:00,2026-02-12 19:18:11.521704+00:00
7fe85746-fe19-422b-8bf2-d167d79a2d1a,Nizar,Frikha,nizar.frikha@capgemini.com,+21650100854,Ingénieur logiciel,1,True,True,2026-03-08 11:45:57.924572+00:00,2026-04-07 13:29:16.196414+00:00
c13abe7d-3c09-4714-9eb5-f4811cd6ae6b,Manon,Becker,manon.becker@capgemini.com,+21653888448,Scrum master,6,True,True,2023-05-29 12:19:01.373398+00:00,2026-02-02 20:34:02.508504+00:00
a6c81a36-4a3a-4684-8a2a-15a4167abc2c,Sabrine,Jaziri,sabrine.jaziri@capgemini.com,+21621075717,Auditeur interne,3,True,True,2024-06-18 19:04:50.024318+00:00,2025-03-08 14:34:23.844803+00:00
9dfc227f-7a2c-4af9-81e9-aaf98bdb8fda,Leila,Masmoudi,leila.masmoudi@capgemini.com,+21628066160,Coordinateur projet,6,True,True,2024-02-01 10:54:09.249025+00:00,2024-02-04 19:00:34.906399+00:00
2b6d1065-0b7d-4434-8df1-5b0f01a68955,Nizar,Ben Ahmed,nizar.ben.ahmed@capgemini.com,+21624414714,Responsable développement,6,True,False,2025-09-19 00:44:17.909968+00:00,2025-12-28 07:15:14.514192+00:00
f88e79f6-5cdb-401c-9b0a-0035434d7b18,Hend,Gharbi,hend.gharbi@capgemini.com,+21651479145,SEO specialist,4,True,True,2023-11-08 12:08:49.810093+00:00,2023-11-13 18:56:57.094866+00:00
a7f7f5a9-460c-4634-86dd-96133ca51131,Marie,Thomas,marie.thomas@capgemini.com,+21654203452,Chargé de reporting financier,3,True,True,2025-01-08 08:37:29.511272+00:00,2025-02-18 06:31:29.466871+00:00
92c00d82-349d-4eef-bcfb-103b7523b3d7,Hend,Hammami,hend.hammami@capgemini.com,+21620537284,Responsable ventes,5,True,True,2024-12-26 06:50:56.050204+00:00,2025-11-14 02:32:58.727077+00:00
93c2ea2c-f36b-43fb-8081-333512ad6dfe,Amine,Rekik,amine.rekik@capgemini.com,+21621535704,Acheteur projets,11,True,True,2023-03-06 10:24:10.235702+00:00,2024-10-24 20:48:25.179645+00:00
f52d7c87-3049-428f-93a9-7640c68297bc,Yosra,Ben Amor,yosra.ben.amor@capgemini.com,+21698847434,Analyste financier,3,False,False,2024-05-30 03:18:08.871677+00:00,2024-09-07 05:37:15.275201+00:00
86c5b659-a2b1-435e-ad5f-6550a8be0606,Ikram,Jlassi,ikram.jlassi@capgemini.com,+21697534010,Procurement specialist,11,True,True,2025-05-19 04:47:00.965925+00:00,2025-07-11 08:23:27.381713+00:00
dfc8f475-9202-4a52-9002-24f557cc4c64,Fedi,Chebbi,fedi.chebbi@capgemini.com,+21624109236,Assistant RH,2,True,True,2023-05-30 20:59:54.389022+00:00,2023-12-26 20:28:24.916166+00:00
6923b135-0a80-41b6-a29d-108910d3481e,Marie,Taylor,marie.taylor@capgemini.com,+21625337952,Conseiller support niveau 2,9,True,True,2024-11-26 09:09:36.061540+00:00,2025-01-26 17:02:04.040135+00:00
170d2f68-2e8a-4567-81c1-cd4a0016ee2d,Mourad,Najjar,mourad.najjar@capgemini.com,+21694245601,Développeur front-end,1,True,True,2025-10-20 08:35:18.998411+00:00,2026-01-10 12:32:04.096968+00:00
e3a19585-197c-4218-9d75-752360108ba0,Lina,Ben Ali,lina.ben.ali@capgemini.com,+21698093995,HR Business Partner,2,True,True,2023-09-25 17:18:43.133107+00:00,2025-07-23 10:33:56.796489+00:00
c6ffe56c-2cfa-45ed-8b6e-38deadfc1762,Hugo,Brown,hugo.brown@capgemini.com,+21695614536,Comptable,3,True,True,2025-08-24 13:07:52.215757+00:00,2025-09-04 22:59:48.627787+00:00
96fcb81f-46c4-4e0d-9431-72d62e53de35,Leila,Bouzaiene,leila.bouzaiene@capgemini.com,+21624781271,Data engineer IoT,7,True,True,2023-09-04 08:52:11.703037+00:00,2025-09-02 16:31:41.565374+00:00
19599c23-5a07-447f-8730-c23290710835,Julien,Robert,julien.robert@capgemini.com,+21693258500,Chef de projet,6,True,True,2023-12-18 20:38:52.468727+00:00,2025-07-06 22:20:25.210669+00:00
b15a72a1-bc55-4829-9428-b18b203ba820,Malek,Chouchane,malek.chouchane@capgemini.com,+21651803213,Responsable qualité,8,False,True,2025-07-26 13:12:33.802361+00:00,2025-07-31 12:55:20.881360+00:00
6c72c3eb-81e1-402e-8b91-1b315094e27e,Salma,Bouslama,salma.bouslama@capgemini.com,+21621756018,Content manager,4,True,True,2026-01-02 22:19:05.005337+00:00,2026-02-18 09:01:27.026409+00:00
e1146103-3e33-4ed7-9a4c-3426f5922da9,Amira,Bensalem,amira.bensalem@capgemini.com,+21653470693,Sales development representative,5,True,True,2024-09-21 10:40:24.918939+00:00,2025-01-05 09:26:11.793804+00:00
f85deb38-8a7f-46fd-aa7f-0c9d18401a70,Amel,Charfi,amel.charfi@capgemini.com,+21693397504,Développeur front-end,1,True,True,2023-02-26 18:19:25.556696+00:00,2026-01-02 20:48:59.154962+00:00
18aee4d1-ff77-49a2-bce1-9d47c65368ae,Thomas,Rousseau,thomas.rousseau@capgemini.com,+21653756769,Legal counsel,10,True,True,2024-04-03 15:31:40.411148+00:00,2025-07-11 08:18:00.435817+00:00
8953121f-1a21-4cf5-9842-a8bab20d555c,Walid,Bouslama,walid.bouslama@capgemini.com,+21624916745,Community manager,4,True,True,2025-10-08 15:14:53.735712+00:00,2025-12-17 03:21:34.356930+00:00
dbb62cac-e512-454a-a2dd-cd278e6b0b3e,Hichem,Karray,hichem.karray@capgemini.com,+21696990912,Support operations analyst,9,True,True,2023-01-17 16:56:17.048285+00:00,2024-04-09 03:50:13.364251+00:00
db0a6297-8193-47c9-a815-151141095ca6,Isabel,Lopez,isabel.lopez@capgemini.com,+21691523926,Responsable achats,11,True,True,2025-07-29 04:49:52.206387+00:00,2026-03-11 16:23:15.527891+00:00
5bba076a-bfef-4cf9-be7b-eaf7160e722e,Emna,Bensalem,emna.bensalem@capgemini.com,+21625457846,Architecte logiciel,1,True,False,2024-03-24 22:06:49.961809+00:00,2025-12-02 01:42:23.303346+00:00
18913824-a75f-44b9-a1c5-cec90c6cd419,Aya,Mathlouthi,aya.mathlouthi@capgemini.com,+21658037814,Responsable ventes,5,True,True,2024-06-19 00:21:18.527625+00:00,2024-07-01 23:47:28.048743+00:00
c4aac5db-f0a1-41f7-ad7b-af5bdfaee13f,Sabrine,Ben Salah,sabrine.ben.salah@capgemini.com,+21654641014,Trésorier,3,True,True,2025-03-13 09:35:50.882167+00:00,2025-11-18 04:14:50.857453+00:00
bbeb5b7f-c80b-4db1-ba90-903c1a075cf7,Lotfi,Karray,lotfi.karray@capgemini.com,+21629383108,Ingénieur avant-vente,5,True,True,2024-05-05 05:25:27.832515+00:00,2024-11-17 02:26:44.074539+00:00
465f2a51-6e74-4cea-b466-c62c29193b73,Walid,Najjar,walid.najjar@capgemini.com,+21640201743,Responsable développement,6,True,True,2025-08-03 04:33:46.020949+00:00,2025-11-09 22:08:33.843876+00:00
e0b47f14-ef2d-49fc-b298-7e81497f4563,Pierre,Durand,pierre.durand@capgemini.com,+21690830933,Gestionnaire fournisseurs,11,True,True,2026-03-11 23:01:54.637718+00:00,2026-03-27 04:09:59.782447+00:00
5cfa3cf8-4522-4c4c-8087-ae79149ab327,Amine,Derbel,amine.derbel@capgemini.com,+21627173658,Sales development representative,5,True,True,2023-03-26 10:41:40.986559+00:00,2025-10-02 11:30:40.660982+00:00
91859730-a2c4-46b6-855a-a89620a317df,Pierre,Wilson,pierre.wilson@capgemini.com,+21622125455,Commercial B2B,5,True,True,2023-06-18 07:27:53.856824+00:00,2024-04-23 03:24:00.320866+00:00
24870417-d44d-4285-9509-b22a9365deee,Seif,Bouazizi,seif.bouazizi@capgemini.com,+21623841497,Business developer,5,False,False,2025-03-29 05:11:21.386815+00:00,2025-05-04 18:07:34.503760+00:00
6ff3f4c3-324c-4f23-9667-106f6600724b,Dorrah,Messaoudi,dorrah.messaoudi@capgemini.com,+21650131684,Responsable développement,6,True,True,2023-09-29 16:25:11.753371+00:00,2023-12-03 03:09:31.035460+00:00
3909b249-70c8-463b-b5e2-36bc233df5f5,Firas,Bouzid,firas.bouzid@capgemini.com,+21654313970,Ingénieur logiciel,1,True,True,2023-02-04 23:06:58.727632+00:00,2025-03-11 10:49:02.029542+00:00
b13534c3-1d41-4edb-ad71-f6f58ff36484,Amira,Bjaoui,amira.bjaoui@capgemini.com,+21654414070,Comptable,3,True,True,2024-05-16 21:58:29.106595+00:00,2024-10-18 21:58:55.422386+00:00
98096adb-c347-4b91-b157-13d91467faa7,Anna,Fournier,anna.fournier@capgemini.com,+21655769080,Commercial B2B,5,True,True,2024-03-19 06:22:02.771869+00:00,2024-03-31 01:03:49.221334+00:00
8f0f60eb-864b-4f40-8a52-83b880ef9342,Leila,Guermazi,leila.guermazi@capgemini.com,+21695477343,Trésorier,3,True,True,2023-03-23 15:27:18.727621+00:00,2024-05-28 11:52:48.601795+00:00
edc57913-68cf-4b04-a356-052f6ffdbcff,Camille,Anderson,camille.anderson@capgemini.com,+21625339261,Ingénieur capteurs,7,True,True,2023-02-28 21:34:03.410966+00:00,2024-11-11 20:45:26.025249+00:00
3215d909-b0ac-4c4e-a139-afd4230fe685,Firas,Ksouri,firas.ksouri@capgemini.com,+21640534234,Ingénieur logiciel,1,True,True,2023-04-09 13:36:56.524167+00:00,2025-01-08 22:40:52.512970+00:00
4b525688-1acd-4981-b213-0ea3aa8ecb43,Seif,Guesmi,seif.guesmi@capgemini.com,+21656611209,Product owner,6,True,True,2025-04-05 05:03:18.705801+00:00,2025-06-25 20:06:26.277009+00:00
f26d448f-05f1-49b5-915f-c47667f8a942,Ana,Blanc,ana.blanc@capgemini.com,+21620823898,HR Business Partner,2,True,True,2024-12-11 19:03:13.615652+00:00,2026-04-09 18:51:41.745424+00:00
2c6db120-61ac-4444-868a-bb75396aaae3,Chaker,Brahmi,chaker.brahmi@capgemini.com,+21654447834,Ingénieur avant-vente,5,True,True,2025-06-23 17:20:16.336289+00:00,2025-11-15 03:19:00.497462+00:00
49af6a16-f923-4210-8c56-e311e38c564d,Nesrine,Khalfallah,nesrine.khalfallah@capgemini.com,+21636443663,Chargé de reporting financier,3,True,True,2023-12-28 02:57:36.866559+00:00,2025-03-09 21:05:41.607807+00:00
b54fdc5c-e828-48f4-8b75-28fe75c046a8,Dorrah,Guermazi,dorrah.guermazi@capgemini.com,+21623544570,Chef de projet,6,True,True,2025-05-04 12:02:04.123999+00:00,2025-07-09 08:28:40.703038+00:00
e8a07a8b-73cb-4a62-ba3e-b27bb60066e1,Aymen,Baccouche,aymen.baccouche@capgemini.com,+21651060150,Business analyst,6,False,True,2024-05-09 07:11:20.684260+00:00,2024-08-31 14:14:06.171499+00:00
77912841-0831-4559-9152-00fd23a9a51c,Diego,Petit,diego.petit@capgemini.com,+21629711847,Auditeur qualité,8,True,True,2024-01-28 20:11:13.841605+00:00,2025-11-26 00:03:57.355087+00:00
f19708c8-85b2-4faa-825b-a2fefaac0687,Ikram,Gharbi,ikram.gharbi@capgemini.com,+21629680380,Développeur front-end,1,True,True,2024-05-23 22:05:57.854626+00:00,2026-04-02 03:05:22.018203+00:00
d038d3e8-db0f-4824-9216-4de208fd6652,Sami,Abidi,sami.abidi@capgemini.com,+21620943183,Technicien électronique,7,True,True,2024-08-20 03:28:09.626266+00:00,2026-04-10 05:45:53.288432+00:00
83b7b362-55ff-44b1-870b-dd179a5fc394,Sonia,Mansour,sonia.mansour@capgemini.com,+21620879196,Responsable développement,6,True,True,2024-09-20 20:41:54.353934+00:00,2025-06-22 16:12:48.840195+00:00
5dc41219-d217-4f8f-a4d3-a9ec3b263384,Sabrine,Dridi,sabrine.dridi@capgemini.com,+21625562264,Coordinateur projet,6,True,True,2024-10-13 13:26:31.731009+00:00,2025-03-18 03:32:45.179082+00:00
88ca13bd-4e60-4303-800f-294b5b96f80d,Mohamed,Bjaoui,mohamed.bjaoui@capgemini.com,+21620983477,Trésorier,3,True,True,2024-06-05 07:55:02.206557+00:00,2025-01-24 06:21:01.266492+00:00
21e93a46-e401-457d-ad44-d22012a753d7,Ala,Ferchichi,ala.ferchichi@capgemini.com,+21650439798,Quality assurance manager,8,True,True,2026-02-21 13:39:56.914780+00:00,2026-04-14 13:26:33.927456+00:00
35b57b10-e7d8-43bd-9022-13bcd6044d36,Daniel,Becker,daniel.becker@capgemini.com,+21621840096,Développeur full-stack,1,True,False,2025-08-09 09:04:30.241302+00:00,2026-02-16 15:52:30.614585+00:00
e1a6a44d-3130-4403-b5cb-3639929a10a0,Adel,Mejri,adel.mejri@capgemini.com,+21626813182,Scrum master,6,True,True,2024-12-07 00:29:45.273221+00:00,2025-07-06 12:12:07.120198+00:00
66e23ee6-0c84-4b0a-8695-e735c473b919,Lotfi,Bouzaiene,lotfi.bouzaiene@capgemini.com,+21690436079,Data analyst,1,False,True,2024-10-31 19:38:32.562331+00:00,2025-01-09 01:07:07.054764+00:00
540abdf1-304b-4ae8-be52-92cdac07dce3,Aya,Bouhlel,aya.bouhlel@capgemini.com,+21695445477,Talent acquisition specialist,2,True,True,2025-08-28 19:57:25.595649+00:00,2026-04-16 01:22:22.926266+00:00
ce83a092-82c8-459d-a3f0-992a16e68c2c,Houssem,Bouzid,houssem.bouzid@capgemini.com,+21636057000,Technicien électronique,7,True,True,2025-10-26 14:35:32.355579+00:00,2026-03-12 19:06:58.639393+00:00
8447be2e-4776-47d8-b0e5-e6a88f3e7d22,Hana,Mejri,hana.mejri@capgemini.com,+21699691513,Responsable achats,11,True,True,2023-06-07 20:20:51.108749+00:00,2026-01-02 17:06:55.151294+00:00
1d623cd5-7c52-4925-a204-0c46c3869a1d,Karim,Zaier,karim.zaier@capgemini.com,+21690248872,Responsable RH,2,True,True,2026-04-19 13:00:17.014829+00:00,2026-04-20 16:16:04.393759+00:00
d1d788a6-dd4c-4608-94bc-b1fd10c2a24e,Sarah,Wilson,sarah.wilson@capgemini.com,+21621648446,Responsable développement,6,True,True,2025-08-07 21:02:01.914383+00:00,2026-02-15 16:08:16.671989+00:00
e3327257-45ae-4912-b4c2-08f9cb4d8536,Skander,Maalej,skander.maalej@capgemini.com,+21622629763,Acheteur IT,11,True,True,2023-01-18 16:44:49.751246+00:00,2024-10-15 00:22:01.991445+00:00
539b3526-9e3d-45bd-baef-ec9d16abc2eb,Amine,Bouslama,amine.bouslama@capgemini.com,+21697191309,Architecte logiciel,1,True,True,2025-08-27 18:40:32.283298+00:00,2026-04-22 08:30:59.644417+00:00
07e91d9a-58ac-4123-b88a-e84d593d3c95,Meriem,Ben Salah,meriem.ben.salah@capgemini.com,+21626102171,Chargé support client,9,True,True,2024-10-21 22:21:52.551367+00:00,2025-06-06 08:34:45.999329+00:00
d07b17dc-7457-4ac7-81fc-f5ba88f492bc,Sami,Mhiri,sami.mhiri@capgemini.com,+21693005049,Acheteur IT,11,True,True,2024-09-13 03:01:29.493536+00:00,2025-08-03 17:47:42.252737+00:00
67a9bdfe-c1f6-4192-8df9-d2341b9bf61f,Malek,Ferjani,malek.ferjani@capgemini.com,+21656646125,Responsable financier,3,True,True,2024-09-23 20:44:25.973998+00:00,2025-04-10 12:50:37.505654+00:00
77ebff33-67f5-4c17-8bff-846fc504a43d,Skander,Hadded,skander.hadded@capgemini.com,+21653418595,Analyste financier,3,True,True,2023-12-02 06:45:38.177509+00:00,2024-12-30 22:04:21.816645+00:00
fd139f69-a02f-403a-a413-19b49a716926,Walid,Bagga,walid.bagga@capgemini.com,+21656103356,Auditeur interne,3,True,True,2023-07-21 23:58:35.615856+00:00,2024-05-01 04:28:04.204215+00:00
1d564304-c607-4b67-b00b-0c3c6644f9c6,Bilel,Sayadi,bilel.sayadi@capgemini.com,+21691374991,Legal counsel,10,True,True,2023-08-11 21:02:58.171183+00:00,2025-01-22 21:14:51.274602+00:00
386678c1-8afb-482c-b6b3-73f0980bd1cf,Salma,Kallel,salma.kallel@capgemini.com,+21651182974,Gestionnaire paie,2,False,True,2023-12-22 18:32:14.633197+00:00,2024-04-29 17:19:33.495493+00:00
7d24e8ab-d927-443c-a1e1-04b73211032b,Fatma,Bennour,fatma.bennour@capgemini.com,+21690380426,Développeur back-end,1,True,True,2024-12-19 09:08:04.256926+00:00,2026-03-01 09:39:07.044267+00:00
dc77d7ee-0010-4612-9a40-e655be92d3eb,Aya,Makni,aya.makni@capgemini.com,+21623044013,Coordinateur projet,6,True,True,2024-09-25 20:01:46.601801+00:00,2024-11-14 07:30:23.836884+00:00
c848b20c-f059-4930-95e5-93f28ae465c9,Tarek,Miled,tarek.miled@capgemini.com,+21699065301,Développeur full-stack,1,True,True,2023-10-17 14:21:41.211212+00:00,2024-09-17 00:40:06.052754+00:00
5b666a1b-6391-46d4-8c0c-b2e34ab3fb1b,Karim,Sellami,karim.sellami@capgemini.com,+21627700439,Technicien support applicatif,9,True,True,2025-01-28 16:20:08.453040+00:00,2025-09-28 22:16:03.344730+00:00
3e97ef54-2c80-4360-8b88-839042ab9574,Adel,Bennour,adel.bennour@capgemini.com,+21620004619,Coordinateur projet,6,True,True,2023-12-11 10:52:03.860962+00:00,2024-05-19 15:09:19.970074+00:00
83181837-ca9a-4a93-95ef-82c0c1624078,Mohamed,Chouchane,mohamed.chouchane@capgemini.com,+21624928646,Auditeur interne,3,True,True,2025-03-26 09:59:15.292248+00:00,2025-08-29 06:07:33.840325+00:00
7c02e81b-64f2-451d-bbab-b807fd72ef10,Sarra,Ben Amor,sarra.ben.amor@capgemini.com,+21622653232,Firmware engineer,7,True,True,2025-06-19 05:11:53.548551+00:00,2025-09-09 05:53:37.478137+00:00
13b60d08-4e39-4999-9cce-26b8ce8619c7,Emily,Lemoine,emily.lemoine@capgemini.com,+21653017889,Coordinateur projet,6,True,True,2024-08-28 07:12:41.124630+00:00,2026-01-08 05:14:26.589393+00:00
519b9a11-2a24-4779-b6be-e9dbde661345,Haythem,Cherif,haythem.cherif@capgemini.com,+21697174166,Sales development representative,5,True,True,2023-02-18 10:09:12.218364+00:00,2025-12-23 11:56:32.570060+00:00
0198bc4b-8443-4754-8317-49b56f81ecea,Ala,Rekik,ala.rekik@capgemini.com,+21636375693,Manager IT,1,True,True,2023-12-25 10:14:17.987078+00:00,2024-01-03 06:21:18.944104+00:00
